"ONU external ID","PON Type",SN,"Onu Type",Name,OLT,Board,Port,"Allocated ONU",Zone,Address,Latitude,Longitude,"ODB (Splitter)","ODB Port",Mode,"WAN mode","IP address","Subnet mask","Default gateway",DNS1,DNS2,Username,Password,CATV,"Administrative status","Auth date",Status,Signal,"Signal 1310","Signal 1490",Distance(m),"Service port","Service port VLAN","Service port CVLAN","Service port SVLAN","Service port tag transform mode","Service port upload speed","Service port download speed",Contact,"TR069 Profile","TR069 Device ID","Last status change"
HWTC2545239A,gpon,HWTC2545239A,HG8240H,frodriguez2,"Villa Dolores 2",1,13,11,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-05-30 09:52:13",Online,"Very good",-23.1,-20.75,4194,735,140,,,translate,300Mbps,300Mbps,,,,"2026-04-11 15:15:56"
HWTC1552F944,gpon,HWTC1552F944,HG8240H,emmercado,"Villa Dolores 2",1,13,12,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-05-30 10:27:18",Online,"Very good",-22.37,-21.13,4866,737,140,,,translate,300Mbps,300Mbps,,,,"2026-04-12 10:13:57"
HWTC2EF0865F,gpon,HWTC2EF0865F,HG8240H,myzarate,"Villa Dolores 2",1,13,14,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-05-30 12:00:39",Online,"Very good",-21.2,-20.22,5101,739,140,,,translate,300Mbps,300Mbps,,,,"2026-03-17 14:14:25"
HWTC15A51E69,gpon,HWTC15A51E69,HG8240H,lquaranta,"Villa Dolores 2",1,13,15,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-05-31 17:45:40",Online,"Very good",-23.28,-23.87,5096,740,140,,,translate,300Mbps,300Mbps,,,,"2026-03-05 08:11:21"
HWTC1B6A0139,gpon,HWTC1B6A0139,HG8240H,cpnieto,"Villa Dolores 2",1,13,17,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-05-30 17:08:33",Online,"Very good",-25.09,-23.37,4711,741,140,,,translate,300Mbps,300Mbps,,,,"2026-04-11 15:15:56"
HWTC034C8C9B,gpon,HWTC034C8C9B,HG8240H,daescudero,"Villa Dolores 2",1,13,18,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-01 10:01:59",Online,"Very good",-22.84,-23.76,4103,742,140,,,translate,300Mbps,300Mbps,,,,"2026-03-31 21:37:41"
HWTC125DEA96,gpon,HWTC125DEA96,HG8240H,jamgrajales,"Villa Dolores 2",1,13,20,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-01 10:49:33",Online,"Very good",-24.69,-23.56,3962,744,140,,,translate,300Mbps,300Mbps,,,,"2026-04-14 19:16:39"
HWTC2C050E91,gpon,HWTC2C050E91,HG8240H,eponce,"Villa Dolores 2",1,13,21,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-01 11:19:00",Online,"Very good",-22.93,-23.1,3918,745,140,,,translate,300Mbps,300Mbps,,,,"2026-03-30 19:39:38"
HWTC2EE22C90,gpon,HWTC2EE22C90,HG8240H,plporras,"Villa Dolores 2",1,13,23,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-01 11:59:32",Online,"Very good",-22.6,-20.97,3812,746,140,,,translate,300Mbps,300Mbps,,,,"2026-03-18 15:52:19"
HWTC03492D9B,gpon,HWTC03492D9B,HG8240H,mdescudero,"Villa Dolores 2",1,13,24,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-01 15:45:11",Online,"Very good",-23.1,-20.75,4361,292,140,,,translate,300Mbps,300Mbps,,,,"2026-03-05 08:11:21"
HWTCD98B5E41,gpon,HWTCD98B5E41,HG8240H,eclavero,"Villa Dolores 2",1,13,25,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-01 16:23:32",Online,"Very good",-27.7,-26.99,4442,747,140,,,translate,300Mbps,300Mbps,,,,"2026-03-05 08:11:21"
TPLG8BDDE5C3,gpon,TPLG8BDDE5C3,EG8141A5,jmbringas,"Villa Dolores 2",1,13,26,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2024-05-25 11:58:23",Online,"Very good",-21.81,-19.83,4282,3021,120,,,translate,300Mbps,300Mbps,,,,"2026-03-05 08:11:21"
HWTC2A89684E,gpon,HWTC2A89684E,HG8240H,rbarzola,"Villa Dolores 2",1,13,27,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-02 08:56:41",Online,"Very good",-23.19,-20.65,4246,748,140,,,translate,300Mbps,300Mbps,,,,"2026-04-04 08:57:52"
HWTCE5DD056D,gpon,HWTCE5DD056D,HG8240H,carguello3,"Villa Dolores 2",1,13,28,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-01 17:52:11",Online,"Very good",-24.95,-24.56,4246,749,140,,,translate,300Mbps,300Mbps,,,,"2026-04-04 12:53:29"
HWTC06345989,gpon,HWTC06345989,HG8240H,yfarguello,"Villa Dolores 2",1,13,29,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-02 09:02:15",Online,"Very good",-22.93,-24.31,4347,750,140,,,translate,300Mbps,300Mbps,,,,"2026-03-05 08:11:21"
HWTC7D69485D,gpon,HWTC7D69485D,HG8310M,jgpalacios,"Villa Dolores 2",1,13,31,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2025-06-03 15:51:26",Online,"Very good",-25.38,-22.84,4458,751,140,,,translate,300Mbps,300Mbps,,,,"2026-03-05 08:11:21"
HWTC2CED1691,gpon,HWTC2CED1691,HG8240H,pamorales,"Villa Dolores 2",1,13,32,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-02 10:29:34",Online,"Very good",-29.59,-28.24,4438,752,140,,,translate,300Mbps,300Mbps,,,,"2026-04-15 12:05:34"
HWTCD11DDF68,gpon,HWTCD11DDF68,HG8240H,aaescudero,"Villa Dolores 2",1,13,33,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-02 10:30:17",Online,"Very good",-25.53,-24.43,4480,754,140,,,translate,300Mbps,300Mbps,,,,"2026-03-05 08:11:21"
HWTC3954B03F,gpon,HWTC3954B03F,HG8240H,lrpalacio,"Villa Dolores 2",1,13,34,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-02 11:36:58",Online,"Very good",-21.43,-19.66,4995,755,140,,,translate,300Mbps,300Mbps,,,,"2026-03-05 08:11:21"
TPLG8BDDE817,gpon,TPLG8BDDE817,TX-6610,mmolina,"Villa Dolores 2",1,13,35,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2025-01-10 09:06:59",Online,"Very good",-25.09,-23.66,4579,5448,120,,,translate,300Mbps,300Mbps,,,,"2026-04-04 12:05:45"
HWTC23036F9B,gpon,HWTC23036F9B,HG8010H,raltamirano5,"Villa Dolores 2",1,13,42,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-08 10:42:10",Online,"Very good",-25.09,-22.52,4435,761,140,,,translate,300Mbps,300Mbps,,,,"2026-04-01 10:33:12"
HWTC22F36F9B,gpon,HWTC22F36F9B,HG8010H,rromero2,"Villa Dolores 2",1,13,44,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-08 15:54:42",Online,"Very good",-24.82,-22.59,4673,763,140,,,translate,300Mbps,300Mbps,,,,"2026-03-05 08:11:21"
HWTC2304AF9B,gpon,HWTC2304AF9B,HG8010H,dadepierre,"Villa Dolores 2",1,13,46,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-09 12:05:53",Online,"Very good",-23.57,-21.36,4373,764,140,,,translate,300Mbps,300Mbps,,,,"2026-04-08 23:02:06"
HWTC23044F9B,gpon,HWTC23044F9B,HG8010H,mjceballos,"Villa Dolores 2",1,13,47,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-09 17:01:13",Online,"Very good",-25.86,-19.83,4357,765,140,,,translate,300Mbps,300Mbps,,,,"2026-03-30 22:53:14"
HWTC22F3EF9B,gpon,HWTC22F3EF9B,HG8010H,jcheredia,"Villa Dolores 2",1,13,48,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-10 10:52:46",Online,"Very good",-22.15,-19.91,5559,766,140,,,translate,300Mbps,300Mbps,,,,"2026-04-04 21:47:55"
HWTC23030F9B,gpon,HWTC23030F9B,HG8010H,fleota,"Villa Dolores 2",1,13,49,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-13 09:32:34",Online,"Very good",-22.93,-20.81,4702,1665,120,,,,300Mbps,300Mbps,,,,"2026-03-05 15:07:15"
HWTC22DF1F9B,gpon,HWTC22DF1F9B,HG8010H,oaguilera,"Villa Dolores 2",1,13,53,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-29 16:00:41",Online,"Very good",-22.76,-20.81,4290,768,140,,,translate,300Mbps,300Mbps,,,,"2026-04-12 19:50:35"
HWTC3924CB88,gpon,HWTC3924CB88,HG8240H,baromero,"Villa Dolores 2",1,13,55,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2024-01-11 18:09:12",Online,"Very good",-23.1,-21.67,4321,770,140,,,translate,300Mbps,300Mbps,,,,"2026-03-28 10:29:12"
HWTC22F37F9B,gpon,HWTC22F37F9B,HG8010H,mstancich,"Villa Dolores 2",1,14,1,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-13 12:29:30",Online,"Very good",-23.67,-19.17,4806,782,140,,,translate,300Mbps,300Mbps,,,,"2026-03-11 13:14:37"
HWTC232B3F9B,gpon,HWTC232B3F9B,HG8010H,vgarcia1,"Villa Dolores 2",1,14,2,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-15 10:00:36",Online,"Very good",-24.82,-20.7,4914,783,140,,,translate,300Mbps,300Mbps,,,,"2026-03-20 23:52:45"
HWTC232B2F9B,gpon,HWTC232B2F9B,HG8010H,aromero,"Villa Dolores 2",1,14,4,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-15 18:36:21",Online,"Very good",-22.93,-17.1,4233,787,140,,,translate,300Mbps,300Mbps,,,,"2026-04-07 08:55:02"
HWTC23217F9B,gpon,HWTC23217F9B,HG8010H,mcrosales,"Villa Dolores 2",1,14,5,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-16 09:05:29",Online,"Very good",-22.93,-19.95,4355,788,140,,,translate,300Mbps,300Mbps,,,,"2026-04-04 08:30:08"
HWTC22C6EF9B,gpon,HWTC22C6EF9B,EG8141A5,mcvillarreal,"Villa Dolores 2",1,14,10,"Zone 1",,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-03 11:59:32",Online,"Very good",-23.19,-16.3,4114,791,140,,,translate,300Mbps,300Mbps,,,,"2026-03-05 08:11:21"
HWTC234F2F9B,gpon,HWTC234F2F9B,EG8141A5,bcalderon,"Villa Dolores 2",1,14,12,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-05 18:35:24",Online,"Very good",-22.6,-19.35,4006,792,140,,,translate,300Mbps,300Mbps,,,,"2026-03-05 19:31:27"
HWTC236E4F9B,gpon,HWTC236E4F9B,EG8141A5,ydgbritos,"Villa Dolores 2",1,14,13,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-06 16:09:42",Online,"Very good",-24.95,-22.22,4811,793,140,,,translate,300Mbps,300Mbps,,,,"2026-03-05 08:11:21"
HWTC22E83F9B,gpon,HWTC22E83F9B,EG8141A5,mcrodriguez,"Villa Dolores 2",1,14,15,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-19 11:43:46",Online,"Very good",-24.82,-22,4828,3256,120,,,translate,300Mbps,300Mbps,,,,"2026-04-07 16:57:58"
TPLG8BDDDEB2,gpon,TPLG8BDDDEB2,TX-6610,ijbazan,"Villa Dolores 2",1,14,30,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2025-01-16 11:51:12",Online,"Very good",-23.38,-20.41,4247,817,120,,,translate,300Mbps,300Mbps,,,,"2026-03-05 08:11:21"
HWTC22F98F9B,gpon,HWTC22F98F9B,HG8010H,mvillalobos1,"Villa Dolores 2",1,15,1,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-10 12:08:51",Online,"Very good",-23.98,-22.92,2874,796,140,,,translate,300Mbps,300Mbps,,,,"2026-04-12 15:19:36"
HWTC22F24F9B,gpon,HWTC22F24F9B,HG8010H,agallardo2,"Villa Dolores 2",1,15,3,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-12 13:39:25",Online,"Very good",-24.56,-26.77,2736,797,140,,,translate,300Mbps,300Mbps,,,,"2026-04-11 17:13:18"
HWTC22F22F9B,gpon,HWTC22F22F9B,HG8010H,jdruarte,"Villa Dolores 2",1,15,4,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-12 14:27:53",Online,"Very good",-22.84,-21.74,2986,798,140,,,translate,300Mbps,300Mbps,,,,"2026-04-11 17:13:18"
HWTC2304BF9B,gpon,HWTC2304BF9B,HG8010H,gaguilera3,"Villa Dolores 2",1,15,5,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-12 16:34:00",Online,"Very good",-27.22,-26.77,3557,799,140,,,translate,300Mbps,300Mbps,,,,"2026-04-11 17:13:18"
HWTC22F2AF9B,gpon,HWTC22F2AF9B,HG8010H,calaniz3,"Villa Dolores 2",1,15,6,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-12 17:26:25",Online,"Very good",-23.28,-22.14,3186,800,140,,,translate,300Mbps,300Mbps,,,,"2026-04-16 00:19:06"
HWTC23048F9B,gpon,HWTC23048F9B,HG8010H,cfsanchez,"Villa Dolores 2",1,15,7,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-12 18:19:40",Online,"Very good",-26.78,-25.53,3458,801,140,,,translate,300Mbps,300Mbps,,,,"2026-04-11 17:13:18"
HWTC22FC7F9B,gpon,HWTC22FC7F9B,HG8010H,rsosa,"Villa Dolores 2",1,15,9,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-13 18:03:07",Online,"Very good",-24.21,-23.37,4137,802,140,,,translate,300Mbps,300Mbps,,,,"2026-04-12 11:37:49"
HWTC231B4F9B,gpon,HWTC231B4F9B,HG8010H,sledesno,"Villa Dolores 2",1,15,10,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-14 09:07:44",Online,"Very good",-26.78,-26.77,3586,803,140,,,translate,300Mbps,300Mbps,,,,"2026-04-11 17:13:18"
HWTC231B5F9B,gpon,HWTC231B5F9B,HG8010H,fadiaz,"Villa Dolores 2",1,15,11,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-14 10:06:30",Online,"Very good",-20.23,-18.86,4465,804,140,,,translate,300Mbps,300Mbps,,,,"2026-04-11 17:13:18"
HWTC231CBF9B,gpon,HWTC231CBF9B,HG8010H,afernandez1,"Villa Dolores 2",1,15,14,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-14 17:06:16",Online,"Very good",-26.39,-21.67,3698,805,140,,,translate,300Mbps,300Mbps,,,,"2026-04-11 17:13:18"
HWTC22F25F9B,gpon,HWTC22F25F9B,HG8010H,emarguello,"Villa Dolores 2",1,15,17,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-16 11:44:52",Online,"Very good",-23.47,-21.8,2901,806,140,,,translate,300Mbps,300Mbps,,,,"2026-04-13 19:41:02"
HWTC2370DF9B,gpon,HWTC2370DF9B,HG8010H,klgallardo,"Villa Dolores 2",1,15,18,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-21 10:07:10",Online,"Very good",-27.96,-25.53,3577,807,140,,,translate,300Mbps,300Mbps,,,,"2026-04-11 17:13:18"
HWTC2317BF9B,gpon,HWTC2317BF9B,HG8010H,cfdarregui,"Villa Dolores 2",1,15,20,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-21 17:52:20",Online,"Very good",-24.44,-23.01,2585,810,140,,,translate,300Mbps,300Mbps,,,,"2026-04-11 15:15:56"
HWTC7D81235D,gpon,HWTC7D81235D,HG8310M,jmvaldez,"Villa Dolores 2",1,15,21,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2024-04-23 12:37:22",Online,"Very good",-22.68,-22.29,3001,811,140,,,translate,300Mbps,300Mbps,,,,"2026-04-11 17:13:18"
TPLGB5DFFEF1,gpon,TPLGB5DFFEF1,TX-6610,mavila3,"Villa Dolores 2",1,15,26,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2024-11-20 16:33:46",Online,"Very good",-23.88,-22.84,3522,3668,120,,,translate,300Mbps,300Mbps,,,,"2026-04-11 17:13:18"
TPLGE31A99FE,gpon,TPLGE31A99FE,TX-6610,fbsosa,"Villa Dolores 2",1,15,29,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2025-02-11 09:18:43",Online,"Very good",-26.78,-26.19,4083,5809,120,,,translate,300Mbps,300Mbps,,,,"2026-04-11 17:13:18"
HWTC22D8BF9B,gpon,HWTC22D8BF9B,IC425ETB,msosa1,"Villa Dolores 2",1,15,33,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2024-04-24 12:27:31",Online,"Very good",-25.23,-23.46,4146,813,140,,,translate,300Mbps,300Mbps,,,,"2026-04-11 17:13:18"
HWTC23405F9B,gpon,HWTC23405F9B,HG8010H,easosa,"Villa Dolores 2",2,0,2,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-22 10:23:27",Online,"Very good",-24.69,-20.5,5771,1813,120,,,,300Mbps,300Mbps,,,,"2026-03-31 11:00:05"
TPLG8BDDE7F6,gpon,TPLG8BDDE7F6,TX-6610,jerodriguez,"Villa Dolores 2",2,0,3,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2024-12-17 10:48:50",Online,"Very good",-26.78,-23.76,4857,4412,120,,,translate,300Mbps,300Mbps,,,,"2026-04-14 20:12:47"
HWTC22F26F9B,gpon,HWTC22F26F9B,HG8010H,jcanle,"Villa Dolores 2",2,0,5,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-26 10:47:49",Online,"Very good",-24.82,-21.36,5061,1878,120,,,,300Mbps,300Mbps,,,,"2026-02-05 07:25:49"
HWTC22DC8F9B,gpon,HWTC22DC8F9B,HG8010H,pjmilitello,"Villa Dolores 2",2,0,6,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-28 16:24:04",Online,"Very good",-24.95,-21.8,5643,1900,120,,,,300Mbps,300Mbps,,,,"2026-04-10 14:34:12"
HWTC23408F9B,gpon,HWTC23408F9B,HG8010H,prodriguez2,"Villa Dolores 2",2,0,8,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-28 17:24:41",Online,"Very good",-26.99,-20.7,5800,1908,120,,,,300Mbps,300Mbps,,,,"2026-04-05 03:26:03"
HWTC231DDF9B,gpon,HWTC231DDF9B,HG8010H,jmartinez1,"Villa Dolores 2",2,0,9,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-28 18:16:42",Online,"Very good",-24.95,-20.7,5604,1911,120,,,,300Mbps,300Mbps,,,,"2026-02-22 00:48:40"
HWTC22DF0F9B,gpon,HWTC22DF0F9B,HG8010H,dallende3,"Villa Dolores 2",2,0,10,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-29 09:08:13",Online,"Very good",-24.09,-20.91,6004,1921,120,,,,300Mbps,300Mbps,,,,"2026-02-19 11:21:59"
HWTC22C6BF9B,gpon,HWTC22C6BF9B,HG8010H,emromero,"Villa Dolores 2",2,0,12,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-29 11:08:22",Online,"Very good",-26.39,-21.08,6112,1930,120,,,,300Mbps,300Mbps,,,,"2026-04-16 13:36:09"
HWTC22DEFF9B,gpon,HWTC22DEFF9B,HG8010H,cechavero,"Villa Dolores 2",2,0,15,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-29 17:31:33",Online,"Very good",-24.69,-21.3,6004,1948,120,,,,300Mbps,300Mbps,,,,"2026-04-11 09:49:13"
HWTC22DEDF9B,gpon,HWTC22DEDF9B,HG8010H,lmartinez4,"Villa Dolores 2",2,0,16,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-29 18:06:19",Online,"Very good",-28.24,-22.14,5609,1953,120,,,,300Mbps,300Mbps,,,,"2026-03-20 00:33:24"
HWTC23429F9B,gpon,HWTC23429F9B,HG8010H,jvillagra,"Villa Dolores 2",2,0,17,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-29 18:34:18",Online,"Very good",-24.82,-21.36,5860,1958,120,,,translate,1G,1G,,,,"2026-04-11 17:27:12"
HWTC22DC5F9B,gpon,HWTC22DC5F9B,HG8010H,rlrodriguez,"Villa Dolores 2",2,0,19,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-30 12:07:53",Online,"Very good",-25.86,-23.98,6022,1967,120,,,,300Mbps,300Mbps,,,,"2026-04-14 22:19:48"
HWTC234B5F9B,gpon,HWTC234B5F9B,EG8141A5,favila1,"Villa Dolores 2",2,0,20,"Zone 1",,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-03 09:31:56",Online,"Very good",-26.99,-22.84,5628,3212,120,,,translate,300Mbps,300Mbps,,,,"2026-04-15 16:25:56"
HWTC23819F9B,gpon,HWTC23819F9B,EG8141A5,lallende1,"Villa Dolores 2",2,0,21,"Zone 1",,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-03 09:48:45",Online,"Very good",-28.54,-22.92,5939,3080,120,,,translate,300Mbps,300Mbps,,,,"2026-04-02 10:06:17"
HWTC2362AF9B,gpon,HWTC2362AF9B,EG8141A5,cmtoso,"Villa Dolores 2",2,0,22,"Zone 1",,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-03 10:42:54",Online,"Very good",-26.58,-21.02,5276,4119,120,,,translate,300Mbps,300Mbps,,,,"2026-03-05 08:11:21"
HWTC234B3F9B,gpon,HWTC234B3F9B,EG8141A5,geromero,"Villa Dolores 2",2,0,23,"Zone 1",,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-03 10:51:48",Online,"Very good",-24.69,-20.27,6275,2569,120,,,translate,300Mbps,300Mbps,,,,"2026-03-05 08:11:21"
HWTC236E3F9B,gpon,HWTC236E3F9B,EG8141A5,nmercado,"Villa Dolores 2",2,0,28,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-06 09:22:24",Online,"Very good",-24.69,-19.79,5830,4000,120,,,translate,300Mbps,300Mbps,,,,"2026-04-14 15:38:13"
HWTC236E2F9B,gpon,HWTC236E2F9B,EG8141A5,erodriguez2,"Villa Dolores 2",2,0,29,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-06 11:34:45",Online,"Very good",-23.47,-19.46,4688,2626,120,,,translate,300Mbps,300Mbps,,,,"2026-04-14 10:09:25"
HWTC22DB7F9B,gpon,HWTC22DB7F9B,EG8141A5,gestrada2,"Villa Dolores 2",2,0,32,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-17 09:17:02",Online,"Very good",-23.88,-19.95,5073,3428,120,,,translate,300Mbps,300Mbps,,,,"2026-04-15 13:50:55"
HWTC7C6DE645,gpon,HWTC7C6DE645,HG8240H,lcromero,"Villa Dolores 2",2,0,40,Zone,,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-12-22 20:18:35",Online,"Very good",-28.24,-29.58,6077,3858,120,,,translate,300Mbps,300Mbps,,,,"2026-03-05 08:11:21"
HWTC23041F9B,gpon,HWTC23041F9B,HG8010H,dmdespres,"Villa Dolores 2",2,0,41,"Zone 1",,,,,,Bridging,,,,,,,,,"Not supported by ONU-Type",Enabled,"2023-06-13 10:45:27",Online,Critical,-33.02,-29.21,5358,1668,120,,,,300Mbps,300Mbps,,,,"2026-03-23 14:13:17"
HWTC23161F9B,gpon,HWTC23161F9B,IC425ETB,mmattio1,"Villa Dolores 2",2,0,46,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2024-02-28 18:22:12",Online,"Very good",-24.21,-22.36,5377,3878,120,,,translate,300Mbps,300Mbps,,,,"2026-03-05 08:11:21"
HWTC23428F9B,gpon,HWTC23428F9B,EG8141A5,aromero5,"Villa Dolores 2",2,1,0,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-13 09:33:04",Online,"Very good",-24.44,-21.87,4215,2633,120,,,translate,300Mbps,300Mbps,,,,"2026-03-28 17:04:46"
HWTC22E93F9B,gpon,HWTC22E93F9B,IC425ETB,saromero,"Villa Dolores 2",2,1,2,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2024-05-02 10:29:11",Online,"Very good",-25.38,-22.44,4667,1753,120,,,translate,300Mbps,300Mbps,,,,"2026-04-06 18:48:08"
TPLG8BDDDC0E,gpon,TPLG8BDDDC0E,TX-6610,mquiroga1,"Villa Dolores 2",2,1,3,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2025-01-28 11:52:20",Online,Warning,-30.46,-25.37,4414,2073,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
HWTC22DD9F9B,gpon,HWTC22DD9F9B,EG8141A5,marguello2,"Villa Dolores 2",2,1,5,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-13 17:24:53",Online,"Very good",-27.7,-25.53,4312,4549,120,,,translate,300Mbps,300Mbps,,,,"2026-04-14 19:02:26"
HWTC22CE3F9B,gpon,HWTC22CE3F9B,EG8141A5,onmanzur,"Villa Dolores 2",2,1,6,Zone,,,,,,Bridging,,,,,,,,,Enabled,Enabled,"2023-07-14 09:18:35",Online,Warning,-30,-25.53,3776,2544,120,,,translate,300Mbps,300Mbps,,,,"2026-03-12 09:47:38"
